loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
2875.0, 36 months,12.12,95.66,B,B3,"Ernst & Young, LLP",7 years,MORTGAGE,138000.0,Verified,Apr-2013,Charged Off,debt_consolidation,Misc Bills Consolidation,15.38,Sep-2002,10.0,1.0,9719.0,61.9,23.0,f,INDIVIDUAL,3.0,1.0,"2695 Richard Parks Apt. 251
Jessicaton, RI 30723"
25000.0, 36 months,11.14,820.13,B,B2,Wynn Resorts,8 years,MORTGAGE,100000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,Stability,8.7,Jan-1985,7.0,0.0,12744.0,81.7,18.0,w,INDIVIDUAL,5.0,0.0,"0411 Robert Light
Owenschester, IL 70466"
9000.0, 36 months,13.11,303.73,B,B4,Wells Fargo Bank,2 years,RENT,50000.0,Not Verified,Dec-2012,Fully Paid,credit_card,Dependence,13.94,Mar-1993,19.0,0.0,14675.0,53.8,36.0,f,INDIVIDUAL,0.0,0.0,"406 Dunn Freeway
Whitneyshire, SD 22690"
31200.0, 60 months,21.97,861.18,E,E5,Sprint,10+ years,MORTGAGE,83000.0,Verified,Jun-2012,Fully Paid,home_improvement,Loan,19.53,Mar-1997,12.0,0.0,9418.0,85.2,43.0,f,INDIVIDUAL,4.0,0.0,"090 Samantha Manor
North Brandi, MN 48052"
4275.0, 36 months,18.92,156.54,D,D4,Sr. Analyst Marketing,1 year,RENT,71400.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,11.12,Aug-2006,8.0,0.0,7437.0,17.8,22.0,w,INDIVIDUAL,0.0,0.0,"37256 Ronald Islands Suite 455
North Samuelmouth, LA 30723"
15000.0, 36 months,10.15,485.07,B,B2,Sheriff's Records Officer II,10+ years,MORTGAGE,80000.0,Not Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,15.63,Sep-1993,9.0,1.0,13009.0,50.4,15.0,w,INDIVIDUAL,3.0,1.0,"93265 Stacey Ridges Apt. 156
Allisonchester, IL 22690"
9600.0, 36 months,16.99,342.22,D,D3,Course Development Specialist ,8 years,RENT,39000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,24.28,Apr-2004,27.0,0.0,7349.0,37.1,35.0,f,INDIVIDUAL,0.0,0.0,"1892 Dennis Road Suite 462
North Randyborough, NM 30723"
35000.0, 36 months,17.77,1261.3,D,D1,Intercontinental Exchange,5 years,OWN,300000.0,Verified,May-2013,Charged Off,credit_card,credit card refinance,23.45,Jun-1994,21.0,0.0,173518.0,76.9,45.0,f,INDIVIDUAL,7.0,0.0,"Unit 9977 Box 3646
DPO AP 86630"
8000.0, 36 months,13.67,272.15,B,B5,Web Developer,3 years,RENT,70000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation,12.64,Oct-1997,16.0,0.0,8438.0,58.6,25.0,f,INDIVIDUAL,0.0,0.0,"PSC 3452, Box 7255
APO AA 29597"
7500.0, 36 months,12.49,250.87,B,B4,Distribution Manager,6 years,RENT,40560.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,19.6,May-2002,20.0,0.0,4788.0,33.2,44.0,f,INDIVIDUAL,0.0,0.0,"USCGC Watkins
FPO AA 70466"
6000.0, 36 months,9.17,191.28,B,B1,installer,1 year,RENT,32000.0,Verified,Jun-2014,Charged Off,debt_consolidation,Debt consolidation,7.73,Nov-2005,8.0,0.0,5334.0,39.2,12.0,f,INDIVIDUAL,0.0,0.0,"50267 Banks Springs Apt. 165
Mayerport, MS 86630"
10000.0, 36 months,14.33,343.39,C,C1,Hubbardton Forge,< 1 year,RENT,54000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,Get Out of Debt 2012,18.31,Dec-1995,12.0,0.0,27828.0,52.1,39.0,f,INDIVIDUAL,1.0,0.0,"35763 James Square
Pittmanchester, UT 48052"
3900.0, 36 months,12.23,129.97,C,C1,BMW of Farifax,1 year,RENT,40000.0,Not Verified,Jan-2011,Fully Paid,debt_consolidation,Pay off Chase CC,19.44,Feb-2002,13.0,0.0,5075.0,45.7,18.0,f,INDIVIDUAL,,0.0,"2085 Phillips Greens
Browningport, CA 05113"
19000.0, 36 months,7.62,592.07,A,A3,CONDUCTOR,10+ years,MORTGAGE,90000.0,Verified,May-2014,Fully Paid,credit_card,Credit card refinancing,27.04,Aug-1993,11.0,0.0,30548.0,46.4,21.0,w,INDIVIDUAL,1.0,0.0,"4774 Medina Islands Apt. 072
Judyside, MN 30723"
9600.0, 36 months,12.49,321.11,B,B5,Senior Real Property Agent,7 years,MORTGAGE,85000.0,Source Verified,May-2014,Fully Paid,home_improvement,Home improvement,7.37,Sep-1995,8.0,1.0,1759.0,13.0,46.0,w,INDIVIDUAL,2.0,1.0,"0631 Cynthia River Suite 820
South Cynthia, RI 70466"
15000.0, 36 months,8.9,476.3,A,A5,Bus Driver,9 years,OWN,45000.0,Source Verified,Dec-2013,Fully Paid,credit_card,Ultimate Manuver,19.28,Oct-1998,14.0,0.0,15601.0,34.7,30.0,w,INDIVIDUAL,0.0,0.0,"USNS Guerra
FPO AA 30723"
10000.0, 60 months,18.99,259.36,D,D3,Hr,10+ years,MORTGAGE,80000.0,Verified,Aug-2016,Fully Paid,debt_consolidation,Debt consolidation,19.01,Oct-1991,15.0,1.0,26745.0,74.9,34.0,w,INDIVIDUAL,3.0,1.0,"862 Villanueva Well
Carterton, HI 48052"
35000.0, 60 months,19.19,911.59,E,E3,Business analyst ,5 years,MORTGAGE,86000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,18.07,Nov-2003,17.0,0.0,27370.0,47.3,31.0,w,INDIVIDUAL,3.0,0.0,"Unit 5237 Box 0312
DPO AP 30723"
14400.0, 36 months,15.22,500.74,C,C3,Golub Corp,8 years,RENT,52000.0,Not Verified,Sep-2013,Fully Paid,credit_card,Working college grad trying to pay debt,19.3,Apr-2008,18.0,0.0,10364.0,56.0,32.0,f,INDIVIDUAL,0.0,0.0,"792 Bell Springs
Johnsontown, HI 05113"
10000.0, 36 months,7.89,312.86,A,A5,Supervisor,8 years,OWN,160000.0,Source Verified,Nov-2015,Fully Paid,home_improvement,Home improvement,3.07,Jun-2006,12.0,1.0,4876.0,13.4,35.0,w,INDIVIDUAL,5.0,1.0,"5767 Johnson Forks Suite 428
Jonesbury, NJ 22690"
1000.0, 36 months,12.59,33.5,C,C2,Store Manager,3 years,RENT,43500.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,22.57,Jan-1999,21.0,1.0,3069.0,6.5,36.0,w,INDIVIDUAL,1.0,1.0,"55772 Susan Causeway Apt. 632
Brittanyberg, AL 70466"
29300.0, 36 months,19.19,1076.84,E,E3,General Sales Manager,3 years,RENT,150000.0,Source Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,21.01,Jun-2008,13.0,0.0,11006.0,49.6,22.0,f,INDIVIDUAL,0.0,0.0,"3826 Daniel Centers Suite 743
Rachelborough, NH 05113"
35000.0, 60 months,11.67,772.74,B,B4,Underwriter,2 years,RENT,300000.0,Source Verified,Oct-2014,Fully Paid,home_improvement,Home improvement,1.35,Sep-2005,3.0,0.0,409.0,2.4,38.0,w,INDIVIDUAL,0.0,0.0,"0086 Lucas Villages
Coreyfurt, MS 29597"
30000.0, 36 months,8.49,946.89,B,B1,"Administrator, School of Medicine",10+ years,MORTGAGE,113000.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,15.89,Jun-2002,13.0,0.0,26614.0,41.1,42.0,w,INDIVIDUAL,6.0,0.0,"9997 Michael Rapids
East Davidside, KS 05113"
18000.0, 36 months,14.09,615.99,B,B5,AT&T,10+ years,MORTGAGE,56000.0,Verified,Oct-2012,Fully Paid,credit_card,credit card refinance,18.04,Apr-1984,19.0,0.0,17472.0,44.2,48.0,f,INDIVIDUAL,3.0,0.0,"152 Evelyn Street Apt. 629
Stephenshaven, NJ 00813"
20000.0, 36 months,10.99,654.68,B,B3,Teacher,10+ years,MORTGAGE,66000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,27.62,May-2000,15.0,0.0,8548.0,35.2,38.0,w,INDIVIDUAL,6.0,0.0,"69689 Paula Loaf Apt. 375
Tiffanybury, MN 48052"
17500.0, 36 months,10.99,572.85,B,B3,Channel Sales Manager,3 years,MORTGAGE,139000.0,Source Verified,Sep-2014,Charged Off,debt_consolidation,Debt consolidation,8.62,Oct-2002,9.0,1.0,6869.0,50.1,35.0,w,INDIVIDUAL,3.0,1.0,"32306 Tiffany Knoll
Port Patrick, TN 70466"
30000.0, 36 months,9.17,956.37,B,B2,sales,2 years,RENT,99000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,28.52,Jul-1989,19.0,0.0,33839.0,78.0,37.0,f,INDIVIDUAL,0.0,0.0,"45437 Martinez Ridges
Williambury, WI 48052"
30000.0, 60 months,12.12,669.16,B,B3,Porta Door Inc.,10+ years,RENT,100000.0,Verified,Apr-2012,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.23,Mar-1994,14.0,0.0,4371.0,5.3,30.0,f,INDIVIDUAL,2.0,0.0,"59506 James Circle Apt. 587
South Christopher, ID 00813"
24000.0, 60 months,11.14,523.5,B,B2,SYOSSET HIGH SCHOOL,3 years,MORTGAGE,98535.0,Verified,Dec-2012,Fully Paid,major_purchase,Major purchase,11.02,Nov-1994,7.0,0.0,17145.0,73.0,23.0,f,INDIVIDUAL,1.0,0.0,"935 Chase Mountain Suite 020
Timothymouth, NC 00813"
12000.0, 36 months,7.62,373.94,A,A3,Rates Analyst,10+ years,MORTGAGE,100000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Get rid of debt,13.3,Feb-1996,13.0,0.0,12516.0,31.0,31.0,w,INDIVIDUAL,4.0,0.0,"5628 Young Shores
East Jessicamouth, WY 22690"
4500.0, 60 months,6.17,87.36,A,A3,,5 years,RENT,55000.0,Verified,Oct-2010,Fully Paid,credit_card,Help pay off the last credit card,14.81,Aug-1998,9.0,0.0,2645.0,13.8,18.0,f,INDIVIDUAL,,0.0,"63641 Michael Fords Apt. 492
East Stephanieberg, UT 70466"
10000.0, 36 months,9.17,318.79,B,B2,relief coater,10+ years,RENT,45000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,16.85,Apr-2006,14.0,0.0,9123.0,33.1,29.0,w,INDIVIDUAL,0.0,0.0,"353 Linda Circle Apt. 482
Perkinsfort, PA 00813"
4200.0, 36 months,12.69,140.89,C,C2,XRay ,10+ years,MORTGAGE,65000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,26.96,Aug-2004,12.0,0.0,19675.0,78.7,47.0,w,INDIVIDUAL,4.0,0.0,"7116 Gregory Plains
East Destiny, MN 70466"
18400.0, 36 months,12.99,619.89,B,B5,Sr. Regulatory Affairs Specialist,4 years,MORTGAGE,93500.0,Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,20.81,Apr-2002,19.0,0.0,21155.0,61.5,48.0,f,INDIVIDUAL,0.0,0.0,"9140 Robinson Flat
West Garyfurt, MN 29597"
4300.0, 36 months,10.74,140.25,B,B2,The Martin Agency,< 1 year,RENT,65000.0,Source Verified,Apr-2012,Fully Paid,debt_consolidation,Debt Consolidation,7.74,Feb-2003,12.0,0.0,9662.0,57.5,38.0,f,INDIVIDUAL,0.0,0.0,"426 Elizabeth Bypass Apt. 910
Brownmouth, VT 22690"
4000.0, 36 months,8.39,126.07,A,A5,Supervisor,10+ years,MORTGAGE,80000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,20.57,May-2000,10.0,0.0,15124.0,84.5,34.0,f,INDIVIDUAL,2.0,0.0,"Unit 2232 Box 5403
DPO AE 70466"
18000.0, 60 months,19.52,472.1,D,D4,Investigator - Police Officer,10+ years,MORTGAGE,65000.0,Verified,Nov-2013,Charged Off,debt_consolidation,lifesaver,11.67,Dec-1998,11.0,2.0,18458.0,76.9,19.0,f,INDIVIDUAL,1.0,0.0,"0628 Jacob Inlet
Lake William, ND 86630"
7000.0, 36 months,12.69,234.82,C,C2,porter,10+ years,RENT,66000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,6.04,Mar-2007,12.0,0.0,10606.0,36.8,17.0,f,INDIVIDUAL,0.0,0.0,"96830 Lambert Forks
East Jenniferside, AR 00813"
21600.0, 60 months,9.67,455.44,B,B1,Teacher,10+ years,MORTGAGE,68000.0,Source Verified,Dec-2013,Fully Paid,credit_card,Debt Consolidation,27.89,May-1991,15.0,0.0,15523.0,32.0,30.0,w,INDIVIDUAL,4.0,0.0,"283 Howard Stream Apt. 977
Port Tammy, WV 05113"
2200.0, 36 months,10.99,72.02,B,B3,City of Davis,10+ years,RENT,52416.0,Source Verified,Aug-2011,Fully Paid,car,Car repai,19.46,Jul-1999,6.0,0.0,2781.0,33.9,29.0,f,INDIVIDUAL,,0.0,"01316 Adam Causeway
South Amanda, CO 00813"
18000.0, 60 months,16.29,440.51,D,D2,accounting clerk,4 years,OWN,51200.0,Source Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,29.51,Jun-2001,12.0,0.0,16757.0,68.1,26.0,w,INDIVIDUAL,0.0,0.0,"4766 Ali Squares Apt. 097
Shaneside, IA 48052"
14375.0, 36 months,12.99,484.29,C,C1,Private Dining Director,5 years,RENT,36000.0,Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,17.15,May-1997,9.0,0.0,19320.0,73.2,19.0,f,INDIVIDUAL,2.0,0.0,"301 Peter Track Apt. 082
West Joseport, AL 30723"
3500.0, 36 months,18.24,126.96,D,D5,Class Facilitator/Beauty Studio Captain,3 years,RENT,27040.0,Not Verified,Sep-2014,Charged Off,other,Other,16.24,Sep-2005,7.0,0.0,11207.0,64.8,11.0,f,INDIVIDUAL,0.0,0.0,"53437 Anderson Islands Apt. 154
Wellsmouth, MS 11650"
22050.0, 36 months,13.11,744.13,B,B4,Imagine!,10+ years,MORTGAGE,62000.0,Source Verified,Feb-2013,Fully Paid,debt_consolidation,personal Loan,12.64,Aug-1995,6.0,0.0,20716.0,67.9,15.0,f,INDIVIDUAL,1.0,0.0,"15895 Adam Row
Knoxview, VA 22690"
3000.0, 36 months,6.92,92.53,A,A4,,,MORTGAGE,16018.8,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,26.8,Aug-1998,9.0,1.0,3197.0,22.5,11.0,f,INDIVIDUAL,3.0,0.0,"6415 Mcdonald Crest Suite 290
Ewinghaven, IN 48052"
3200.0, 36 months,16.29,112.97,C,C4,CBRE,5 years,MORTGAGE,61000.0,Not Verified,Aug-2012,Fully Paid,house,Home Purchase,3.5,Aug-1994,5.0,1.0,4212.0,26.0,15.0,f,INDIVIDUAL,1.0,1.0,"29506 Manning Mountain Suite 447
New Janetchester, NE 30723"
25000.0, 36 months,16.29,882.51,D,D2,E5/SGT,8 years,RENT,58000.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,26.46,Feb-2007,11.0,0.0,6641.0,79.1,30.0,w,INDIVIDUAL,0.0,0.0,"Unit 0039 Box 1792
DPO AP 00813"
25000.0, 36 months,17.57,898.43,D,D2,SLP,6 years,RENT,80000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,debt console,10.49,Jun-2007,6.0,0.0,23616.0,96.0,13.0,w,INDIVIDUAL,0.0,0.0,"812 Burton Highway
Johnston, MS 05113"
10850.0, 36 months,12.69,363.97,C,C2,Machine operator ,10+ years,MORTGAGE,53500.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,17.95,Mar-1999,12.0,1.0,7853.0,35.2,27.0,f,INDIVIDUAL,2.0,1.0,"PSC 3526, Box 0342
APO AE 70466"
24000.0, 60 months,10.99,521.7,B,B4,Director of Student Services,< 1 year,RENT,85000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,10.26,Dec-1996,12.0,0.0,16732.0,63.4,18.0,w,INDIVIDUAL,0.0,0.0,"90603 Robert Skyway Suite 329
North Diamondfort, WY 70466"
10000.0, 36 months,11.47,329.62,B,B5,Business Office Admin Asst,1 year,RENT,29000.0,Verified,Feb-2016,Fully Paid,credit_card,Credit card refinancing,31.0,Mar-2008,22.0,1.0,5148.0,44.4,35.0,w,INDIVIDUAL,0.0,0.0,"3010 Matthew Mountains Suite 157
South Carlos, ME 30723"
11500.0, 36 months,12.42,384.28,B,B4,OCO Architects,4 years,RENT,50000.0,Verified,Nov-2011,Fully Paid,debt_consolidation,Credit Card Consolidation,16.56,Sep-2000,16.0,0.0,6888.0,39.6,55.0,f,INDIVIDUAL,,0.0,"89218 Fields Circle
Smithhaven, MN 00813"
13475.0, 60 months,15.61,324.91,D,D1,Dental Assistant,10+ years,MORTGAGE,30000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,33.68,Aug-2000,10.0,0.0,17868.0,64.7,19.0,w,INDIVIDUAL,1.0,0.0,"USNV Gonzales
FPO AP 30723"
25000.0, 60 months,19.72,658.46,D,D5,bnsf railway,9 years,MORTGAGE,68000.0,Verified,Aug-2012,Fully Paid,debt_consolidation,loan to pay consolidate my bills,12.55,Jul-2000,11.0,0.0,16085.0,33.6,29.0,f,INDIVIDUAL,3.0,0.0,"2967 Joseph Springs Suite 942
Melissatown, TN 05113"
14000.0, 60 months,12.42,209.98,B,B4,Sport Durst Millennium Automotive Group,6 years,MORTGAGE,73000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,Stop paying interest to Chase,18.84,Jun-1993,10.0,0.0,37924.0,52.0,20.0,f,INDIVIDUAL,,0.0,"2651 Thompson Shoal
Port Richard, WV 48052"
10000.0, 36 months,8.94,317.72,A,A5,Liminal Group,< 1 year,MORTGAGE,54996.0,Source Verified,Sep-2009,Fully Paid,credit_card,Credit Card Payoff Loan,12.76,Oct-2000,8.0,0.0,10041.0,47.8,33.0,f,INDIVIDUAL,,0.0,"1545 Gonzalez Way
Lake Curtis, KS 22690"
18000.0, 36 months,9.67,578.03,B,B1,Radiology Scrub Tech RT,5 years,MORTGAGE,68000.0,Verified,Jan-2014,Fully Paid,credit_card,Credit card refinancing,26.26,Jan-1993,23.0,0.0,24263.0,64.2,43.0,f,INDIVIDUAL,1.0,0.0,"9439 Garcia Fort Apt. 618
Perryside, FL 05113"
15000.0, 36 months,9.17,478.19,B,B2,Human Resource Manager,10+ years,RENT,109000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,6.98,Dec-2004,21.0,0.0,6061.0,29.1,37.0,w,INDIVIDUAL,1.0,0.0,"159 Robert Plaza
South Brandonbury, WA 22690"
15000.0, 36 months,11.53,494.86,B,B5,Sr legal assistant  Ii,10+ years,OWN,100000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,9.85,Aug-1995,7.0,0.0,10325.0,84.6,31.0,w,INDIVIDUAL,9.0,0.0,"475 Hines Summit Suite 347
Simonshire, ND 30723"
1000.0, 36 months,18.25,36.28,D,D2,State of Colorado,10+ years,MORTGAGE,38000.0,Not Verified,Jul-2013,Fully Paid,home_improvement,Swimming Pool Maintenance Loan,6.0,Oct-1997,5.0,1.0,5941.0,84.9,9.0,f,INDIVIDUAL,2.0,1.0,"747 Christopher Spring Suite 256
South Judith, RI 00813"
3000.0, 36 months,13.99,102.52,C,C4,Director of Operations,10+ years,MORTGAGE,123000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,22.68,Jan-1983,24.0,0.0,4590.0,11.5,28.0,w,INDIVIDUAL,3.0,0.0,"3719 Kathy Views
South Taylor, NJ 29597"
18000.0, 36 months,11.55,594.0,B,B3,"LinCare, Inc.",3 years,RENT,75000.0,Not Verified,Jul-2013,Fully Paid,other,Other,16.37,Feb-1992,6.0,0.0,0.0,0.0,14.0,w,INDIVIDUAL,3.0,0.0,"2268 Marshall Orchard Suite 391
Edwardsville, MS 30723"
26750.0, 60 months,19.72,704.56,D,D5,UPMC,10+ years,OWN,75000.0,Source Verified,Feb-2013,Charged Off,debt_consolidation,Debt consolidation,18.62,Oct-1995,16.0,0.0,15068.0,69.4,29.0,w,INDIVIDUAL,0.0,0.0,"479 Kimberly Orchard
West Jonathan, NE 48052"
18050.0, 36 months,13.35,611.23,C,C2,Technician,2 years,MORTGAGE,48000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,24.7,Nov-1994,9.0,0.0,4681.0,25.6,18.0,w,INDIVIDUAL,1.0,0.0,"1995 Smith Grove
Floresland, CT 00813"
5000.0, 36 months,9.71,160.66,B,B1,Adcom Worldwide,< 1 year,RENT,45000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,Credit Card Consolidation,8.77,Oct-2007,10.0,0.0,5069.0,34.0,20.0,w,INDIVIDUAL,0.0,0.0,"2822 Adam Inlet Apt. 418
Port Danielburgh, NY 70466"
3600.0, 36 months,17.57,129.38,D,D4,billing specialist,9 years,MORTGAGE,30000.0,Not Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,34.84,Dec-1996,19.0,0.0,3539.0,22.7,29.0,f,INDIVIDUAL,2.0,0.0,"39003 Nicole Corner
Suzannechester, MO 30723"
3000.0, 36 months,7.12,92.8,A,A3,Digital Support Specialist,< 1 year,RENT,45000.0,Not Verified,Sep-2014,Fully Paid,credit_card,Credit card refinancing,7.81,Apr-2008,9.0,0.0,3010.0,43.6,18.0,f,INDIVIDUAL,0.0,0.0,"84447 Charles Place
East Karenmouth, CT 00813"
16000.0, 36 months,11.14,524.89,B,B2,"DealerOn, Inc.",1 year,RENT,55000.0,Source Verified,Mar-2013,Fully Paid,debt_consolidation,tryin hard to pay off credit cards,14.03,May-1998,15.0,0.0,17955.0,61.7,26.0,w,INDIVIDUAL,0.0,0.0,"0089 Garner Knoll
Brendaport, IA 22690"
24000.0, 60 months,15.8,581.09,C,C3,"Miway, Inc.",3 years,MORTGAGE,86000.0,Source Verified,Feb-2013,Fully Paid,home_improvement,Home Improvement,16.26,Nov-2005,7.0,0.0,14976.0,79.5,23.0,f,INDIVIDUAL,1.0,0.0,"39158 Powers River Apt. 811
Murrayfurt, MS 48052"
35000.0, 60 months,12.69,790.82,C,C2,Officer,10+ years,MORTGAGE,109000.0,Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,17.14,Feb-2001,11.0,0.0,19799.0,50.9,22.0,w,INDIVIDUAL,1.0,0.0,"586 Melissa Ville
Laurieberg, SD 70466"
5000.0, 36 months,13.66,170.07,C,C3,licensed assciate,7 years,MORTGAGE,48000.0,Not Verified,Dec-2014,Charged Off,home_improvement,Home improvement,11.69,Mar-2001,9.0,0.0,3320.0,52.7,23.0,w,INDIVIDUAL,5.0,0.0,"3610 Ortiz Fork Apt. 678
North William, MI 86630"
12800.0, 36 months,6.89,394.59,A,A3,pharmacist,5 years,MORTGAGE,117352.0,Not Verified,Jun-2015,Fully Paid,major_purchase,Major purchase,6.35,Mar-1990,10.0,0.0,27054.0,42.3,17.0,w,INDIVIDUAL,1.0,0.0,"PSC 8368, Box 6338
APO AE 05113"
12000.0, 60 months,13.33,275.07,C,C3,Lead RDA,1 year,RENT,38000.0,Source Verified,Apr-2015,Charged Off,credit_card,Credit card refinancing,24.13,May-2003,9.0,0.0,11139.0,73.3,21.0,w,INDIVIDUAL,0.0,0.0,"286 Dennis Shoal Suite 450
Wilsonfurt, ID 11650"
18825.0, 36 months,16.29,664.53,C,C4,Holiday Inn airport,10+ years,MORTGAGE,50000.0,Verified,Aug-2012,Charged Off,debt_consolidation,debt loan,25.1,Sep-2002,15.0,0.0,17913.0,57.3,23.0,f,INDIVIDUAL,4.0,0.0,"93119 Austin Skyway Suite 042
Davidmouth, DE 70466"
30000.0, 60 months,19.52,786.83,D,D4,Crux subsurface,5 years,MORTGAGE,110000.0,Verified,Jul-2013,Charged Off,home_improvement,pay off,11.42,Jul-2003,6.0,0.0,15947.0,78.2,19.0,f,INDIVIDUAL,2.0,0.0,"42909 Young Tunnel Apt. 022
Port Calebchester, IL 86630"
25000.0, 60 months,17.27,624.95,C,C5,Laurel county board of education,10+ years,MORTGAGE,57000.0,Verified,Jan-2013,Charged Off,credit_card,Credit card consolidation,21.27,Sep-1989,10.0,0.0,17954.0,35.1,21.0,f,INDIVIDUAL,2.0,0.0,"060 Williams Mews
Lake Stephen, WA 48052"
2800.0, 36 months,11.67,92.56,B,B4,Manager,10+ years,MORTGAGE,55000.0,Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,8.53,Oct-1998,16.0,1.0,5533.0,17.8,21.0,w,INDIVIDUAL,1.0,1.0,"14487 Byrd Locks
South Jeffreyfurt, KY 30723"
20675.0, 60 months,18.75,533.49,D,D3,STRYKER Corp,9 years,RENT,75000.0,Verified,Jun-2013,Fully Paid,debt_consolidation,Super loan 1,27.07,Jun-1997,21.0,1.0,136.0,1.9,58.0,w,INDIVIDUAL,6.0,1.0,"2877 Jennifer Summit
Brownmouth, KY 29597"
15000.0, 36 months,14.22,514.27,C,C5,Ivy Securities,2 years,RENT,40000.0,Not Verified,Apr-2010,Fully Paid,other,Success,8.37,Apr-2001,4.0,0.0,6059.0,57.2,14.0,f,INDIVIDUAL,,0.0,"08267 Howard Circle Suite 013
Carlastad, NV 48052"
12000.0, 36 months,10.15,388.06,B,B2,Project Manager ,10+ years,RENT,110000.0,Source Verified,Oct-2014,Charged Off,credit_card,Credit card refinancing,17.74,Sep-2005,14.0,0.0,18531.0,61.6,33.0,f,INDIVIDUAL,2.0,0.0,"950 Rocha Plaza
Lake Danielland, TN 86630"
18000.0, 36 months,8.19,565.64,A,A5,Captain,3 years,OWN,48000.0,Verified,Nov-2014,Fully Paid,credit_card,Credit card refinancing,8.43,Apr-2000,5.0,0.0,18182.0,65.4,10.0,w,INDIVIDUAL,0.0,0.0,"38349 Davidson Crossing Suite 153
Richardmouth, CA 70466"
24725.0, 36 months,20.99,931.39,E,E4,Appointment Center Manager,1 year,OWN,59000.0,Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,21.11,Sep-1991,15.0,0.0,40853.0,85.6,33.0,f,INDIVIDUAL,4.0,0.0,"369 Natalie Centers
Tinaberg, MT 05113"
16000.0, 60 months,14.65,377.71,C,C5,Surgical technologist,8 years,RENT,55000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,18.5,Sep-2004,12.0,0.0,8703.0,24.2,29.0,w,INDIVIDUAL,0.0,0.0,"61278 Cantu Light
Pattersonton, DE 00813"
20000.0, 60 months,18.25,510.6,E,E1,Agent,3 years,RENT,125000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,16.05,Jul-1997,15.0,0.0,7516.0,48.8,26.0,f,INDIVIDUAL,1.0,0.0,"37547 Madison Streets Apt. 370
Barrettburgh, NC 22690"
12000.0, 36 months,12.49,401.39,B,B4,Chief Deputy Executive Officer,5 years,MORTGAGE,112000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,17.37,Nov-1999,16.0,1.0,4528.0,18.0,21.0,w,INDIVIDUAL,0.0,1.0,"070 Heather Avenue Suite 789
East Jacqueline, OH 00813"
